trace_name,station,true_s_sample,raw_s_peak_count,max_s_sample,max_s_probability,nearest_raw_s_sample,nearest_raw_s_probability,nearest_raw_s_error_samples,nearest_raw_s_abs_error_s,nearest_raw_s_within_near_samples,normal_picker_s_sample,normal_picker_s_error_samples,normal_picker_s_abs_error_s
KU1.HE_20250702054659_SH_EV,KU1,1555,2,1625,0.1955442726612091,1614,0.19417080283164978,-59,0.59,False,1614,-59,0.59
RANF.FN_20251228223125_BH_EV,RANF,4337,0,0,0.00016057491302490234,,,,,False,,,
OBF0.HE_20250905170823_HH_EV,OBF0,4240,0,0,9.208917617797852e-05,,,,,False,,,
KU6.HE_20250315023848_HH_EV,KU6,4613,0,0,0.00024297833442687988,,,,,False,,,
PVF.HE_20250430213825_CH_EV,PVF,4979,0,5678,0.0005383491516113281,,,,,False,,,
OUL.FN_20250120005013_BH_EV,OUL,5264,0,0,0.00011846423149108887,,,,,False,,,
OBF0.HE_20250703171851_HH_EV,OBF0,2399,0,2401,0.00474470853805542,,,,,False,,,
RAF.HE_20250914060225_HH_EV,RAF,4089,0,0,6.99162483215332e-05,,,,,False,,,
FIA1.HE_20250924025415_HH_EV,FIA1,3040,0,0,7.933378219604492e-05,,,,,False,,,
RUF.HE_20251230114342_HH_EV,RUF,4271,0,0,0.00010767579078674316,,,,,False,,,
SGF.FN_20251202004302_BH_EV,SGF,4646,0,0,8.279085159301758e-05,,,,,False,,,
KU1.HE_20250405071746_SH_EV,KU1,2086,0,2340,0.0043066442012786865,,,,,False,,,
KU2.HE_20250630062922_SH_EV,KU2,4637,1,4675,0.1389709711074829,4675,0.1389709711074829,-38,0.38,True,4675,-38,0.38
KEV.HE_20250305073110_HH_EV,KEV,4250,0,0,0.00012579560279846191,,,,,False,,,
RUF.HE_20250607191526_HH_EV,RUF,2670,0,0,5.128979682922363e-05,,,,,False,,,
VRF.HE_20251209140731_HH_EV,VRF,4440,0,0,5.739927291870117e-05,,,,,False,,,
VJF.HE_20250115090238_HH_EV,VJF,5284,0,5286,0.010382235050201416,,,,,False,,,
KMNF.FN_20250202003332_BH_EV,KMNF,4096,0,0,0.00025895237922668457,,,,,False,,,
LOVF.HE_20250514213727_CH_EV,LOVF,2059,1,2067,0.4639536142349243,2067,0.4639536142349243,-8,0.08,True,2067,-8,0.08
OBF3.HE_20250423183451_HH_EV,OBF3,4854,1,4888,0.20777487754821777,4888,0.20777487754821777,-34,0.34,True,4888,-34,0.34
KJNF.HE_20250512031201_CH_EV,KJNF,3770,1,3932,0.262851357460022,3932,0.262851357460022,-162,1.62,False,3932,-162,1.62
TOF.HE_20251217080004_HH_EV,TOF,4908,0,0,0.0001004636287689209,,,,,False,,,
KEV.HE_20250227183807_HH_EV,KEV,3980,0,3987,0.0011928081512451172,,,,,False,,,
PVF.HE_20250927215742_CH_EV,PVF,4925,0,0,7.605552673339844e-05,,,,,False,,,
HEF.HE_20250904120902_HH_EV,HEF,4153,1,4157,0.4337456226348877,4157,0.4337456226348877,-4,0.04,True,4157,-4,0.04
TOF.HE_20250110124320_HH_EV,TOF,4690,0,0,0.0001926124095916748,,,,,False,,,
KEF.HE_20250423183508_HH_EV,KEF,5268,0,0,0.00031766295433044434,,,,,False,,,
VRF.HE_20250313161823_HH_EV,VRF,5230,0,0,0.00011977553367614746,,,,,False,,,
KEF.HE_20251003171548_HH_EV,KEF,4580,0,0,0.00018334388732910156,,,,,False,,,
OBF0.HE_20250109034009_HH_EV,OBF0,3395,0,0,8.311867713928223e-05,,,,,False,,,
KU6.HE_20250131023142_HH_EV,KU6,5395,0,0,6.267428398132324e-05,,,,,False,,,
OUL.FN_20250905170826_BH_EV,OUL,3194,0,3497,0.0004100501537322998,,,,,False,,,
MEF.HE_20250704153056_HH_EV,MEF,1691,0,0,5.2809715270996094e-05,,,,,False,,,
KU6.HE_20250310020822_HH_EV,KU6,5486,0,0,0.00011906027793884277,,,,,False,,,
SGF.FN_20250123181830_BH_EV,SGF,4981,0,0,5.8770179748535156e-05,,,,,False,,,
VUOS.HE_20250430120412_HH_EV,VUOS,3792,0,4267,0.0066384077072143555,,,,,False,,,
MEF.HE_20250817045850_HH_EV,MEF,2511,0,0,5.888938903808594e-05,,,,,False,,,
PVF.HE_20250920145055_CH_EV,PVF,3477,0,0,0.00012251734733581543,,,,,False,,,
RUF.HE_20250514213745_HH_EV,RUF,2323,2,2723,0.23106124997138977,2327,0.11776146292686462,-4,0.04,True,2327,-4,0.04
RNF.FN_20251213060350_BH_EV,RNF,3640,0,0,0.0001074373722076416,,,,,False,,,
KLF.FN_20250817031515_BH_EV,KLF,5086,0,0,0.00018575787544250488,,,,,False,,,
TOF.HE_20250826174940_HH_EV,TOF,3642,0,0,7.25090503692627e-05,,,,,False,,,
OUL.FN_20251213060326_BH_EV,OUL,4600,0,0,0.00013378262519836426,,,,,False,,,
RNF.FN_20250515132006_BH_EV,RNF,4184,0,0,7.608532905578613e-05,,,,,False,,,
LOVF.HE_20250603100719_CH_EV,LOVF,2945,0,0,9.483098983764648e-05,,,,,False,,,
OUL.FN_20250624203306_BH_EV,OUL,3080,0,3323,0.0025312602519989014,,,,,False,,,
NUR.HE_20251222221622_HH_EV,NUR,2944,0,3725,0.0020110905170440674,,,,,False,,,
FIA1.HE_20251018043904_HH_EV,FIA1,5312,0,0,0.00015035271644592285,,,,,False,,,
KUNI.HE_20250813150623_HH_EV,KUNI,4128,0,4714,0.0006318390369415283,,,,,False,,,
MEF.HE_20250818201311_HH_EV,MEF,2226,0,2226,0.00014346837997436523,,,,,False,,,
KUNI.HE_20250430120411_HH_EV,KUNI,4177,0,4220,0.05000254511833191,,,,,False,,,
MEF.HE_20250430213900_HH_EV,MEF,3719,0,3775,0.002513289451599121,,,,,False,,,
KEF.HE_20250629201521_HH_EV,KEF,4473,0,0,7.608532905578613e-05,,,,,False,,,
TRE03.HE_20250811205829_CH_EV,TRE03,4758,0,5239,0.00027617812156677246,,,,,False,,,
ECKF.HE_20250326050604_CH_EV,ECKF,4292,1,4324,0.2481265366077423,4324,0.2481265366077423,-32,0.32,True,4324,-32,0.32
RNF.FN_20250512031140_BH_EV,RNF,5302,0,5283,0.0013776123523712158,,,,,False,,,
KLF.FN_20250127221848_BH_EV,KLF,5025,0,0,5.677342414855957e-05,,,,,False,,,
KORF.HE_20251222221629_CH_EV,KORF,3617,0,0,8.13901424407959e-05,,,,,False,,,
KJNF.HE_20250228014652_CH_EV,KJNF,3992,0,0,7.393956184387207e-05,,,,,False,,,
KEF.HE_20250811205851_HH_EV,KEF,4081,0,4192,0.0009321868419647217,,,,,False,,,
SGF.FN_20250823205930_BH_EV,SGF,4826,0,0,0.00015300512313842773,,,,,False,,,
KY17.HE_20250701212345_CH_EV,KY17,2341,0,0,0.0001258552074432373,,,,,False,,,
NUR.HE_20251018035814_HH_EV,NUR,4106,0,5075,0.0004901885986328125,,,,,False,,,
VAF.HE_20251217194318_HH_EV,VAF,3328,0,0,5.054473876953125e-05,,,,,False,,,
ECKF.HE_20250903113400_CH_EV,ECKF,3874,0,0,5.537271499633789e-05,,,,,False,,,
TOF.HE_20250629233300_HH_EV,TOF,4224,0,0,7.18533992767334e-05,,,,,False,,,
RNF.FN_20251102225714_BH_EV,RNF,4191,0,0,0.00016105175018310547,,,,,False,,,
PVF.HE_20250425210850_CH_EV,PVF,2432,0,0,9.608268737792969e-05,,,,,False,,,
KU2.HE_20251228223133_CH_EV,KU2,2806,0,0,6.455183029174805e-05,,,,,False,,,
KY02.HE_20250924122428_CH_EV,KY02,5165,0,1448,0.0056765079498291016,,,,,False,,,
KEV.HE_20250121121931_HH_EV,KEV,3652,0,0,7.62939453125e-05,,,,,False,,,
TOF.HE_20250102044202_HH_EV,TOF,3760,0,0,9.056925773620605e-05,,,,,False,,,
KU6.HE_20250308143540_HH_EV,KU6,4227,0,0,9.161233901977539e-05,,,,,False,,,
PVF.HE_20250629201525_CH_EV,PVF,2145,0,3085,0.00018918514251708984,,,,,False,,,
HEF.HE_20250227183848_HH_EV,HEF,4105,0,0,8.359551429748535e-05,,,,,False,,,
FIA0.HE_20251011133058_HH_EV,FIA0,4596,0,0,0.0001308917999267578,,,,,False,,,
KU2.HE_20250123181846_SH_EV,KU2,3629,0,3765,0.0003746449947357178,,,,,False,,,
KIF.HE_20250621042137_HH_EV,KIF,3249,0,0,8.597970008850098e-05,,,,,False,,,
KY17.HE_20250425212121_CH_EV,KY17,4997,0,5040,0.0008228123188018799,,,,,False,,,
KU1.HE_20250310020826_SH_EV,KU1,4723,2,4759,0.7004072666168213,4759,0.7004072666168213,-36,0.36,True,4759,-36,0.36
RNF.FN_20250102044156_BH_EV,RNF,4028,0,0,0.00011420249938964844,,,,,False,,,
FIA1.HE_20250727015824_HH_EV,FIA1,5003,0,0,4.8607587814331055e-05,,,,,False,,,
KY17.HE_20251107205644_CH_EV,KY17,2200,1,2209,0.30022329092025757,2209,0.30022329092025757,-9,0.09,True,2209,-9,0.09
RNF.FN_20251202004311_BH_EV,RNF,4430,0,0,9.512901306152344e-05,,,,,False,,,
